,marque,modele,mouvement,matiere_boitier,matiere_bracelet,annee_prod,etat,sexe,prix,reserve_de_marche,diametre,etencheite,matiere_lunette,matiere_verre,boucle,matiere_boucle,pays
38939,OMEGA,SEAMASTER,AUTOMATIQUE,ACIER,ACIER,2002.0,Bon,HOMME,2890.0,50.0,41.0,,ACIER,SAPHIR,PLIS,ACIER,BELGIQUE
38941,ROLEX,DAYTONA,AUTOMATIQUE,OR_ACIER,ACIER,2008.0,Bon,HOMME,16900.0,72.0,40.0,10.0,OR,SAPHIR,PLIS,OR,ALLEMAGNE
38942,BELL-&-ROSS,BR-01-92,AUTOMATIQUE,ACIER,CAOUTCHOUC,2015.0,Bon,HOMME,2490.0,42.0,46.0,10.0,ACIER,SAPHIR,BOUCLE_ARDILLON,ACIER,BELGIQUE
38949,ROLEX,AIR-KING,AUTOMATIQUE,ACIER,ACIER,1991.0,Bon,HOMME,5150.0,48.0,34.0,10.0,ACIER,SAPHIR,PLIS,ACIER,FRANCE
38950,HUBLOT,SPIRIT-OF-BIG-BANG,AUTOMATIQUE,OR_ROSE,,2020.0,Bon,HOMME,17000.0,50.0,39.0,10.0,OR,SAPHIR,PLIS,OR,FRANCE
38951,AUDEMARS-PIGUET,ROYAL-OAK-OFFSHORE-GRAND-PRIX,AUTOMATIQUE,CARBONE,CUIR,2012.0,Bon,HOMME,,60.0,44.0,10.0,,SAPHIR,BOUCLE_ARDILLON,,FRANCE
38952,OMEGA,CONSTELLATION,AUTOMATIQUE,OR_ACIER,CUIR,2021.0,Bon,HOMME,8570.0,60.0,41.0,5.0,CÉRAMIQUE,SAPHIR,PLIS,CÉRAMIQUE,POLOGNE
38953,BULGARI,DIAGONO,AUTOMATIQUE,CÉRAMIQUE,CAOUTCHOUC,2017.0,Bon,HOMME,3300.0,,41.0,10.0,OR,SAPHIR,BOUCLE_ARDILLON,OR,FRANCE
38954,OMEGA,SEAMASTER-PLANET-OCEAN,AUTOMATIQUE,ACIER,ACIER,2014.0,Bon,HOMME,4500.0,60.0,42.0,60.0,CÉRAMIQUE,SAPHIR,PLIS,CÉRAMIQUE,BELGIQUE
38955,IWC,PORTUGUESE-CHRONOGRAPH,AUTOMATIQUE,ACIER,CUIR,2011.0,Bon,HOMME,4950.0,44.0,41.0,3.0,ACIER,SAPHIR,BOUCLE_ARDILLON,ACIER,BELGIQUE
38956,PANERAI,LUMINOR-BASE,AUTOMATIQUE,ACIER,,2012.0,Neuf,HOMME,5400.0,56.0,44.0,30.0,ACIER,SAPHIR,BOUCLE_ARDILLON,ACIER,FRANCE
38958,A-LANGE-&-SÖHNE,ZEITWERK,AUTOMATIQUE,OR_ROSE,,2014.0,Neuf,HOMME,59000.0,36.0,41.0,3.0,OR,SAPHIR,BOUCLE_ARDILLON,OR,ALLEMAGNE
38959,ROLEX,YACHT-MASTER-42,AUTOMATIQUE,OR_BLANC,CAOUTCHOUC,2021.0,Bon,HOMME,34000.0,70.0,42.0,10.0,CÉRAMIQUE,SAPHIR,PLIS,CÉRAMIQUE,FRANCE
38961,BAUME-&-MERCIER,HAMPTON,AUTOMATIQUE,ACIER,CAOUTCHOUC,2009.0,Bon,HOMME,2075.0,,34.0,20.0,ACIER,SAPHIR,DOUBLE_PLIS,ACIER,FRANCE
38962,PATEK-PHILIPPE,NAUTILUS,AUTOMATIQUE,ACIER,ACIER,1999.0,Bon,HOMME,78000.0,48.0,42.0,10.0,ACIER,SAPHIR,PLIS,ACIER,FRANCE
38963,ROLEX,DATEJUST-31,AUTOMATIQUE,OR_JAUNE,OR,1990.0,Bon,HOMME,20090.0,55.0,31.0,10.0,OR,SAPHIR,DOUBLE_PLIS,OR,FRANCE
38965,ROLEX,DATEJUST-36,AUTOMATIQUE,OR_ACIER,ACIER,2013.0,Bon,HOMME,9990.0,48.0,36.0,10.0,OR,SAPHIR,PLIS,OR,FRANCE
38966,PATEK-PHILIPPE,GOLDEN-ELLIPSE,AUTOMATIQUE,OR_JAUNE,OR,1980.0,Bon,HOMME,11000.0,,20.0,1.0,OR,SAPHIR,BOUCLE_ARDILLON,OR,FRANCE
38967,HANHART,PIONEER,AUTOMATIQUE,ACIER,CUIR,2021.0,État non spécifié,HOMME,1940.0,,42.0,10.0,ACIER,SAPHIR,BOUCLE_ARDILLON,ACIER,FRANCE
38968,BREITLING,OLD-NAVITIMER,AUTOMATIQUE,ACIER,CUIR,1990.0,Bon,HOMME,3700.0,,41.0,3.0,ACIER,SAPHIR,BOUCLE_ARDILLON,ACIER,FRANCE
38971,ORIS,AQUIS-DATE,AUTOMATIQUE,ACIER,ACIER,,Bon,HOMME,1749.0,120.0,41.0,30.0,CÉRAMIQUE,SAPHIR,DOUBLE_PLIS,CÉRAMIQUE,FRANCE
38972,OMEGA,CONSTELLATION,AUTOMATIQUE,OR_JAUNE,,1966.0,Bon,HOMME,3900.0,50.0,35.0,,OR,PLEXIGLAS,BOUCLE_ARDILLON,OR,FRANCE
38974,ROLEX,OYSTERDATE-PRECISION,AUTOMATIQUE,ACIER,ACIER,1960.0,Bon,HOMME,3300.0,48.0,34.0,10.0,ACIER,PLEXIGLAS,PLIS,ACIER,BELGIQUE
38976,HUBLOT,BIG-BANG-TUTTI-FRUTTI,AUTOMATIQUE,CÉRAMIQUE,,,Neuf,HOMME,15500.0,,41.0,10.0,CÉRAMIQUE,SAPHIR,DOUBLE_PLIS,CÉRAMIQUE,ITALIE
38977,ROLEX,OYSTER-PERPETUAL-DATE,AUTOMATIQUE,ACIER,ACIER,2001.0,Neuf,HOMME,4190.0,48.0,34.0,10.0,ACIER,SAPHIR,PLIS,ACIER,FRANCE
38978,ROLEX,DATEJUST-41,AUTOMATIQUE,OR_ACIER,ACIER,2022.0,État non spécifié,HOMME,16490.0,70.0,41.0,10.0,OR,SAPHIR,PLIS,OR,BELGIQUE
38979,OMEGA,SPEEDMASTER,AUTOMATIQUE,CÉRAMIQUE,CUIR,2016.0,Bon,HOMME,10990.0,60.0,44.0,5.0,CÉRAMIQUE,SAPHIR,PLIS,CÉRAMIQUE,FRANCE
38980,CARTIER,TANK-FRANÇAISE,QUARTZ,OR_JAUNE,OR,1997.0,Bon,HOMME,,,28.0,,OR,SAPHIR,DOUBLE_PLIS,OR,FRANCE
38981,CARTIER,SANTOS-GALBÉE,QUARTZ,OR_ACIER,ACIER,,Bon,HOMME,1750.0,,30.0,,OR,SAPHIR,PLIS,OR,BELGIQUE
38983,VACHERON-CONSTANTIN,PATRIMONY,AUTOMATIQUE,OR_BLANC,,,Bon,HOMME,22600.0,40.0,38.0,3.0,OR,SAPHIR,BOUCLE_ARDILLON,OR,FRANCE
38984,ROLEX,YACHT-MASTER-40,AUTOMATIQUE,OR_ROSE,CAOUTCHOUC,2019.0,Neuf,HOMME,39900.0,70.0,40.0,10.0,CÉRAMIQUE,SAPHIR,PLIS,CÉRAMIQUE,FRANCE
38986,AUDEMARS-PIGUET,ROYAL-OAK-JUMBO,AUTOMATIQUE,ACIER,ACIER,2023.0,État non spécifié,HOMME,85000.0,55.0,39.0,5.0,ACIER,SAPHIR,PLIS,ACIER,FRANCE
38987,JAEGER-LECOULTRE,REVERSO-DUOFACE,AUTOMATIQUE,ACIER,CUIR,2024.0,Neuf,HOMME,15600.0,42.0,49.0,3.0,ACIER,SAPHIR,DOUBLE_PLIS,ACIER,FRANCE
38989,OMEGA,CONSTELLATION-DOUBLE-EAGLE,QUARTZ,ACIER,ACIER,1998.0,Bon,HOMME,2700.0,,37.0,,,SAPHIR,,,BELGIQUE
38991,ROLEX,GMT-MASTER-II,AUTOMATIQUE,ACIER,ACIER,2019.0,Bon,HOMME,22500.0,70.0,40.0,10.0,CÉRAMIQUE,SAPHIR,PLIS,CÉRAMIQUE,FRANCE
38993,MONTBLANC,1858,AUTOMATIQUE,ACIER,CUIR,2019.0,Bon,HOMME,2790.0,42.0,44.0,3.0,BRONZE,SAPHIR,BOUCLE_ARDILLON,BRONZE,FRANCE
38996,BREITLING,NAVITIMER-COSMONAUTE,AUTOMATIQUE,OR_ACIER,CUIR,1990.0,Bon,HOMME,5300.0,,40.0,,OR,MINÉRAL,BOUCLE_ARDILLON,OR,FRANCE
38999,CHOPARD,ALPINE-EAGLE,AUTOMATIQUE,ACIER,ACIER,2020.0,Bon,HOMME,9900.0,60.0,41.0,10.0,ACIER,SAPHIR,PLIS,ACIER,BELGIQUE
39001,CHANEL,J12,AUTOMATIQUE,CÉRAMIQUE,CÉRAMIQUE,2015.0,Bon,HOMME,3090.0,42.0,38.0,20.0,CÉRAMIQUE,SAPHIR,PLIS,CÉRAMIQUE,BELGIQUE
39002,AUDEMARS-PIGUET,ROYAL-OAK,AUTOMATIQUE,ACIER,CUIR,1995.0,Bon,HOMME,15900.0,70.0,36.0,5.0,ACIER,SAPHIR,PLIS,ACIER,FRANCE
39003,CARTIER,TRINITY,QUARTZ,OR_JAUNE,CUIR,,Bon,HOMME,2490.0,,,,,,,,FRANCE
39005,PATEK-PHILIPPE,AQUANAUT,AUTOMATIQUE,ACIER,CAOUTCHOUC,2000.0,Bon,HOMME,52000.0,45.0,38.0,10.0,ACIER,SAPHIR,DOUBLE_PLIS,ACIER,FRANCE
39007,BELL-&-ROSS,BR-03,AUTOMATIQUE,CÉRAMIQUE,CAOUTCHOUC,2022.0,Bon,HOMME,2900.0,54.0,42.0,10.0,ACIER,SAPHIR,BOUCLE_ARDILLON,ACIER,FRANCE
39008,ROLEX,SEA-DWELLER-4000,AUTOMATIQUE,ACIER,ACIER,2000.0,Bon,HOMME,11210.0,48.0,39.0,10.0,CÉRAMIQUE,SAPHIR,DOUBLE_PLIS,CÉRAMIQUE,FRANCE
39011,ROLEX,AIR-KING,AUTOMATIQUE,ACIER,ACIER,1995.0,Bon,HOMME,4790.0,42.0,34.0,10.0,ACIER,SAPHIR,PLIS,ACIER,FRANCE
39013,ROLEX,GMT-MASTER-II,AUTOMATIQUE,ACIER,ACIER,1993.0,Bon,HOMME,11900.0,70.0,40.0,10.0,CÉRAMIQUE,SAPHIR,PLIS,OR,FRANCE
39015,FRANCK-MULLER,VANGUARD,AUTOMATIQUE,ACIER,,2020.0,Bon,HOMME,6190.0,42.0,45.0,3.0,ACIER,SAPHIR,DOUBLE_PLIS,ACIER,FRANCE
39016,LONGINES,HYDROCONQUEST,AUTOMATIQUE,ACIER,ACIER,2015.0,Bon,HOMME,1300.0,64.0,41.0,30.0,ACIER,SAPHIR,PLIS,ACIER,FRANCE
39017,OMEGA,SEAMASTER-COSMIC,AUTOMATIQUE,ACIER,CUIR,1970.0,Bon,HOMME,1290.0,48.0,35.0,,ACIER,PLASTIQUE,BOUCLE_ARDILLON,ACIER,FRANCE
39019,JAEGER-LECOULTRE,REVERSO-GRANDE-TAILLE,AUTOMATIQUE,OR_ACIER,ACIER,2009.0,Bon,HOMME,6200.0,45.0,26.0,5.0,OR,SAPHIR,BOUCLE_ARDILLON,OR,BELGIQUE
39020,TAG-HEUER,LINK,AUTOMATIQUE,ACIER,ACIER,2010.0,Bon,HOMME,1488.0,,42.0,20.0,ACIER,SAPHIR,PLIS,ACIER,BELGIQUE
39021,OMEGA,SEAMASTER-DIVER-300-M,AUTOMATIQUE,ACIER,ACIER,2024.0,Bon,HOMME,8150.0,55.0,42.0,30.0,ACIER,SAPHIR,PLIS,ACIER,BELGIQUE
39023,ROLEX,MILGAUSS,AUTOMATIQUE,ACIER,ACIER,2023.0,Bon,HOMME,13900.0,48.0,40.0,10.0,ACIER,SAPHIR,PLIS,ACIER,FRANCE
39024,MAURICE-LACROIX,MASTERPIECE-SQUELETTE,AUTOMATIQUE,OR_ROSE,,2009.0,Bon,HOMME,8690.0,45.0,43.0,50.0,,SAPHIR,,OR,RÉPUBLIQUE_TCHEQUE
39025,JAEGER-LECOULTRE,REVERSO-GRANDE-TAILLE,AUTOMATIQUE,OR_JAUNE,CUIR,2000.0,Bon,HOMME,11700.0,45.0,26.0,3.0,OR,SAPHIR,BOUCLE_ARDILLON,OR,FRANCE
39027,TUDOR,SUBMARINER,AUTOMATIQUE,ACIER,ACIER,1976.0,Bon,HOMME,9900.0,,40.0,20.0,ACIER,PLEXIGLAS,PLIS,ACIER,FRANCE
39028,AUDEMARS-PIGUET,ROYAL-OAK,AUTOMATIQUE,OR_ACIER,ACIER,1979.0,Bon,HOMME,16850.0,70.0,36.0,,OR,SAPHIR,PLIS,OR,FRANCE
39029,ZENITH,PILOT,AUTOMATIQUE,,,2024.0,Bon,,6490.0,,,,,,,,FRANCE
39032,OMEGA,SPEEDMASTER-PROFESSIONAL-MOONWATCH,AUTOMATIQUE,ACIER,ACIER,1996.0,Bon,HOMME,5390.0,48.0,42.0,5.0,ACIER,PLEXIGLAS,PLIS,ACIER,BELGIQUE
39033,ROLEX,DATEJUST-36,AUTOMATIQUE,ACIER,ACIER,2023.0,Bon,HOMME,12200.0,70.0,36.0,10.0,OR,SAPHIR,PLIS,OR,FRANCE
39034,FPJOURNE,SOUVERAINE,AUTOMATIQUE,OR_ROSE,,2007.0,Bon,HOMME,70900.0,56.0,38.0,3.0,OR,SAPHIR,BOUCLE_ARDILLON,OR,FRANCE
39036,OMEGA,SEAMASTER-ULTRA-DEEP-6000M,AUTOMATIQUE,ACIER,ACIER,2024.0,Neuf,HOMME,12000.0,60.0,45.0,120.0,CÉRAMIQUE,SAPHIR,PLIS,CÉRAMIQUE,ALLEMAGNE
39037,SWATCH,SCUBA-FIFTY-FATHOMS,AUTOMATIQUE,PLASTIQUE,TEXTILE,2024.0,État non spécifié,HOMME,503.0,90.0,42.0,9.0,CÉRAMIQUE,MINÉRAL,BOUCLE_ARDILLON,CÉRAMIQUE,ALLEMAGNE
39039,ROLEX,DAYTONA,AUTOMATIQUE,OR_JAUNE,,1967.0,Bon,HOMME,392000.0,50.0,37.0,5.0,ACIER,PLEXIGLAS,BOUCLE_ARDILLON,ACIER,FRANCE
39040,BREITLING,SUPEROCEAN-HERITAGE,AUTOMATIQUE,ACIER,ACIER,2023.0,Bon,HOMME,4100.0,70.0,44.0,20.0,CÉRAMIQUE,SAPHIR,PLIS,CÉRAMIQUE,FRANCE
39043,VACHERON-CONSTANTIN,OVERSEAS-CHRONOGRAPH,AUTOMATIQUE,ACIER,ACIER,2022.0,Bon,HOMME,32000.0,52.0,42.0,15.0,ACIER,SAPHIR,PLIS,ACIER,FRANCE
39045,ROLEX,SKY-DWELLER,AUTOMATIQUE,ACIER,ACIER,2024.0,État non spécifié,HOMME,20900.0,72.0,42.0,10.0,OR,SAPHIR,PLIS,OR,FRANCE
39046,BELL-&-ROSS,BR-X1,AUTOMATIQUE,CÉRAMIQUE,SILICONE,2017.0,Bon,HOMME,,,45.0,,,SAPHIR,BOUCLE_ARDILLON,,FRANCE
39047,ROLEX,SUBMARINER-NO-DATE,AUTOMATIQUE,ACIER,ACIER,1989.0,Bon,HOMME,9900.0,70.0,39.0,30.0,CÉRAMIQUE,SAPHIR,PLIS,CÉRAMIQUE,FRANCE
39048,JAEGER-LECOULTRE,POLARIS,AUTOMATIQUE,ACIER,CUIR,2022.0,Neuf,HOMME,8000.0,55.0,41.0,,ACIER,MINÉRAL,BOUCLE_ARDILLON,ACIER,FRANCE
39049,ROLEX,DATEJUST-36,AUTOMATIQUE,OR_ACIER,ACIER,2021.0,Bon,HOMME,16990.0,70.0,36.0,10.0,OR,SAPHIR,PLIS,OR,BELGIQUE
39050,BAUME-&-MERCIER,HAMPTON,QUARTZ,ACIER,ACIER,,Bon,HOMME,650.0,,29.0,1.0,ACIER,SAPHIR,DOUBLE_PLIS,ACIER,FRANCE
39052,ROLEX,DAYTONA,AUTOMATIQUE,ACIER,ACIER,2023.0,Neuf,HOMME,33500.0,72.0,40.0,10.0,CÉRAMIQUE,SAPHIR,PLIS,CÉRAMIQUE,BELGIQUE
39055,CARTIER,ROADSTER,AUTOMATIQUE,OR_ACIER,ACIER,2011.0,Bon,HOMME,5390.0,,37.0,10.0,OR,SAPHIR,PLIS,OR,BELGIQUE
39056,OMEGA,SEAMASTER,AUTOMATIQUE,ACIER,ACIER,2005.0,Bon,HOMME,2990.0,50.0,41.0,,ACIER,SAPHIR,PLIS,ACIER,BELGIQUE
39057,JAEGER-LECOULTRE,REVERSO,AUTOMATIQUE,OR_ROSE,CUIR,2011.0,Bon,HOMME,14900.0,38.0,38.0,3.0,OR,SAPHIR,PLIS,OR,FRANCE
39058,CHOPARD,CLASSIC,AUTOMATIQUE,OR_BLANC,CUIR,,Bon,HOMME,4300.0,,33.0,3.0,OR,SAPHIR,BOUCLE_ARDILLON,OR,BELGIQUE
39059,OMEGA,SEAMASTER-AQUA-TERRA,AUTOMATIQUE,ACIER,ACIER,2024.0,État non spécifié,HOMME,5490.0,60.0,41.0,15.0,ACIER,SAPHIR,PLIS,ACIER,FRANCE
39060,PATEK-PHILIPPE,AQUANAUT,AUTOMATIQUE,OR_BLANC,CAOUTCHOUC,2023.0,État non spécifié,HOMME,83800.0,45.0,42.0,10.0,OR,SAPHIR,PLIS,OR,ESPAGNE
39061,BREITLING,TRANSOCEAN-CHRONOGRAPH,AUTOMATIQUE,ACIER,ACIER,2019.0,Bon,HOMME,4500.0,70.0,43.0,100.0,ACIER,SAPHIR,DOUBLE_PLIS,ACIER,FRANCE
39064,OMEGA,SPEEDMASTER-PROFESSIONAL-MOONWATCH,AUTOMATIQUE,ACIER,ACIER,2022.0,Bon,HOMME,6700.0,50.0,42.0,5.0,ACIER,SAPHIR,PLIS,ACIER,ITALIE
39065,TUDOR,TIGER-PRINCE-DATE,AUTOMATIQUE,ACIER,ACIER,2000.0,Bon,HOMME,4590.0,40.0,40.0,10.0,ACIER,SAPHIR,PLIS,ACIER,FRANCE
39067,TUDOR,HYDRONAUT,AUTOMATIQUE,ACIER,ACIER,2000.0,Bon,HOMME,2100.0,38.0,41.0,20.0,ACIER,SAPHIR,PLIS,ACIER,FRANCE
39068,BAUME-&-MERCIER,CLASSIMA,QUARTZ,ACIER,CUIR,2023.0,Neuf,HOMME,1015.0,,42.0,3.0,ACIER,SAPHIR,BOUCLE_ARDILLON,ACIER,FRANCE
39069,ROLEX,DAYTONA,AUTOMATIQUE,ACIER,ACIER,1997.0,Bon,HOMME,27960.0,72.0,40.0,10.0,OR,SAPHIR,PLIS,OR,FRANCE
39072,PATEK-PHILIPPE,ELLIPSE,QUARTZ,OR_JAUNE,OR,1984.0,Neuf,HOMME,12800.0,,27.0,,OR,SAPHIR,FERMOIR_BIJOUX,OR,GRÈCE
39073,TAG-HEUER,MONACO-CALIBRE-36,AUTOMATIQUE,ACIER,CUIR,2012.0,Bon,HOMME,7300.0,,,10.0,ACIER,SAPHIR,PLIS,ACIER,BELGIQUE
39076,ROLEX,YACHT-MASTER-37,AUTOMATIQUE,ACIER,ACIER,2021.0,Neuf,HOMME,11800.0,55.0,37.0,10.0,PLATINE,SAPHIR,PLIS,PLATINE,FRANCE
39077,PATEK-PHILIPPE,CALATRAVA,AUTOMATIQUE,OR_JAUNE,CUIR,,Bon,HOMME,11210.0,44.0,31.0,,OR,PLEXIGLAS,BOUCLE_ARDILLON,OR,FRANCE
39078,BREGUET,MARINE,AUTOMATIQUE,OR_JAUNE,CAOUTCHOUC,,Bon,HOMME,6300.0,38.0,35.0,5.0,OR,SAPHIR,BOUCLE_ARDILLON,OR,SUÈDE
39079,ROLEX,DATEJUST-36,AUTOMATIQUE,OR_JAUNE,OR,1997.0,Bon,HOMME,22540.0,70.0,36.0,10.0,OR,SAPHIR,DOUBLE_PLIS,OR,FRANCE
39080,JAEGER-LECOULTRE,GRANDE-REVERSO-DUO,AUTOMATIQUE,ACIER,,2009.0,Bon,HOMME,14800.0,192.0,29.0,3.0,ACIER,SAPHIR,BOUCLE_ARDILLON,ACIER,BELGIQUE
39081,HAMILTON,KHAKI-FIELD-TITANIUM,AUTOMATIQUE,TITANE,TEXTILE,2019.0,Bon,HOMME,420.0,80.0,42.0,10.0,TITANE,SAPHIR,BOUCLE_ARDILLON,TITANE,FRANCE
39082,ZENITH,DEFY-SKYLINE,AUTOMATIQUE,ACIER,ACIER,2022.0,Bon,HOMME,6800.0,60.0,41.0,10.0,ACIER,SAPHIR,PLIS,ACIER,BELGIQUE
39083,CARTIER,21-CHRONOSCAPH,QUARTZ,ACIER,CAOUTCHOUC,2008.0,Bon,HOMME,2090.0,,38.0,,ACIER,SAPHIR,PLIS,ACIER,BELGIQUE
39084,ROLEX,OYSTER-PERPETUAL-39,AUTOMATIQUE,ACIER,ACIER,2016.0,Bon,HOMME,7800.0,,39.0,,,,,,FRANCE
39089,PATEK-PHILIPPE,NAUTILUS,AUTOMATIQUE,ACIER,ACIER,2018.0,Bon,HOMME,104000.0,48.0,40.0,6.0,ACIER,SAPHIR,DOUBLE_PLIS,ACIER,FRANCE
39090,TAG-HEUER,AQUARACER-300M,AUTOMATIQUE,TITANE,TEXTILE,,Bon,HOMME,2500.0,42.0,43.0,30.0,CÉRAMIQUE,SAPHIR,PLIS,CÉRAMIQUE,FRANCE
39091,PATEK-PHILIPPE,CALATRAVA,AUTOMATIQUE,ACIER,CUIR,2021.0,État non spécifié,HOMME,38900.0,45.0,40.0,3.0,ACIER,SAPHIR,BOUCLE_ARDILLON,ACIER,SLOVAQUIE
39093,PANERAI,LUMINOR-POWER-RESERVE,AUTOMATIQUE,ACIER,CAOUTCHOUC,2003.0,Bon,HOMME,8990.0,,44.0,30.0,ACIER,SAPHIR,PLIS,ACIER,FRANCE
39094,ROLEX,DATEJUST-36,AUTOMATIQUE,OR_ACIER,ACIER,1971.0,Bon,HOMME,6900.0,42.0,36.0,10.0,OR,SAPHIR,PLIS,OR,FRANCE
39095,ROLEX,EXPLORER-II,AUTOMATIQUE,ACIER,ACIER,2021.0,État non spécifié,HOMME,12875.0,48.0,42.0,10.0,ACIER,SAPHIR,PLIS,ACIER,FRANCE
39096,PARMIGIANI-FLEURIER,TONDA,AUTOMATIQUE,OR_BLANC,CUIR,,Bon,HOMME,10544.0,50.0,39.0,,PLATINE,SAPHIR,BOUCLE_ARDILLON,ACIER,FRANCE
39097,ORIS,AQUIS-DATE,AUTOMATIQUE,ACIER,ACIER,2024.0,État non spécifié,HOMME,2727.0,120.0,41.0,30.0,CÉRAMIQUE,SAPHIR,PLIS,CÉRAMIQUE,BELGIQUE
39098,OMEGA,CONSTELLATION,AUTOMATIQUE,ACIER,CUIR,1966.0,Bon,HOMME,1490.0,50.0,40.0,,ACIER,PLEXIGLAS,BOUCLE_ARDILLON,ACIER,FRANCE
39100,BREITLING,OLD-NAVITIMER,AUTOMATIQUE,ACIER,CUIR,1989.0,Bon,HOMME,4450.0,,41.0,3.0,ACIER,SAPHIR,BOUCLE_ARDILLON,ACIER,BELGIQUE
39101,OMEGA,SPEEDMASTER-PROFESSIONAL-MOONWATCH,AUTOMATIQUE,ACIER,ACIER,2021.0,Bon,HOMME,6599.0,50.0,42.0,5.0,ACIER,SAPHIR,PLIS,ACIER,BELGIQUE
39103,PANERAI,LUMINOR-MARINA,AUTOMATIQUE,ACIER,CAOUTCHOUC,2000.0,Bon,HOMME,3990.0,40.0,44.0,30.0,ACIER,SAPHIR,BOUCLE_ARDILLON,ACIER,FRANCE
39104,ROLEX,SKY-DWELLER,AUTOMATIQUE,ACIER,ARGENT,2023.0,État non spécifié,HOMME,29490.0,72.0,42.0,10.0,OR,SAPHIR,PLIS,OR,BELGIQUE
39105,ROLEX,DATEJUST-TURN-O-GRAPH,AUTOMATIQUE,ACIER,ACIER,1970.0,Bon,HOMME,5150.0,48.0,36.0,10.0,OR,PLEXIGLAS,PLIS,OR,BELGIQUE
39106,OMEGA,GENÈVE,AUTOMATIQUE,ACIER,CUIR,1973.0,Bon,HOMME,1200.0,30.0,36.0,,ACIER,PLEXIGLAS,BOUCLE_ARDILLON,ACIER,FRANCE
39107,ZENITH,ACADEMY,QUARTZ,ACIER,ACIER,,Bon,HOMME,450.0,,33.0,,,,DOUBLE_PLIS,ACIER,FRANCE
39109,ROLEX,SEA-DWELLER,AUTOMATIQUE,ACIER,ACIER,1985.0,Bon,HOMME,9800.0,48.0,40.0,120.0,ACIER,SAPHIR,PLIS,ACIER,BELGIQUE
39110,BREITLING,CHRONOMAT-EVOLUTION,AUTOMATIQUE,ACIER,ACIER,2012.0,Bon,HOMME,3190.0,42.0,44.0,30.0,ACIER,SAPHIR,PLIS,ACIER,BELGIQUE
39111,MIDO,MULTIFORT,AUTOMATIQUE,ACIER,ACIER,,Bon,HOMME,780.0,80.0,42.0,10.0,ACIER,SAPHIR,BOUCLE_ARDILLON,ACIER,FRANCE
39112,OMEGA,SPEEDMASTER-PROFESSIONAL-MOONWATCH,AUTOMATIQUE,ACIER,ACIER,2019.0,Bon,HOMME,5300.0,48.0,42.0,5.0,ACIER,PLEXIGLAS,PLIS,ACIER,ALLEMAGNE
39115,OMEGA,SEAMASTER,AUTOMATIQUE,ACIER,CUIR,1955.0,Bon,HOMME,790.0,50.0,34.0,,ACIER,PLEXIGLAS,BOUCLE_ARDILLON,ACIER,FRANCE
39116,BREGUET,CLASSIQUE,AUTOMATIQUE,PLATINE,CUIR,1991.0,Bon,HOMME,41000.0,38.0,36.0,,PLATINE,SAPHIR,PLIS,PLATINE,FRANCE
39117,ZENITH,EL-PRIMERO,AUTOMATIQUE,ACIER,CUIR,1970.0,Bon,HOMME,12900.0,50.0,37.0,,ACIER,PLEXIGLAS,BOUCLE_ARDILLON,ACIER,FRANCE
39118,ROLEX,GMT-MASTER-II,AUTOMATIQUE,ACIER,ACIER,2020.0,Bon,HOMME,18400.0,70.0,40.0,10.0,CÉRAMIQUE,SAPHIR,PLIS,CÉRAMIQUE,ALLEMAGNE
39119,ROLEX,DATEJUST-36,AUTOMATIQUE,ACIER,ACIER,2007.0,Bon,HOMME,6900.0,48.0,36.0,10.0,ACIER,SAPHIR,PLIS,ACIER,FRANCE
39122,OMEGA,DE-VILLE,QUARTZ,ACIER,CUIR,1979.0,Bon,HOMME,800.0,,35.0,3.0,ACIER,MINÉRAL,BOUCLE_ARDILLON,ACIER,BELGIQUE
39123,OMEGA,SEAMASTER,AUTOMATIQUE,ACIER,CUIR,1963.0,Bon,HOMME,1200.0,50.0,35.0,,ACIER,PLEXIGLAS,BOUCLE_ARDILLON,ACIER,FRANCE
39124,HUBLOT,BIG-BANG-UNICO,AUTOMATIQUE,CÉRAMIQUE,CAOUTCHOUC,2021.0,Bon,HOMME,12850.0,72.0,42.0,10.0,CÉRAMIQUE,SAPHIR,PLIS,CÉRAMIQUE,SLOVAQUIE
39125,ROLEX,SKY-DWELLER,AUTOMATIQUE,OR_JAUNE,OR,2022.0,Bon,HOMME,45750.0,72.0,42.0,10.0,OR,SAPHIR,PLIS,OR,FRANCE
39126,ROLEX,AIR-KING,AUTOMATIQUE,ACIER,ACIER,1998.0,Bon,HOMME,5750.0,48.0,34.0,10.0,ACIER,SAPHIR,DOUBLE_PLIS,ACIER,FRANCE
39127,PANERAI,RADIOMIR,AUTOMATIQUE,OR_ROSE,,2010.0,Bon,HOMME,10990.0,56.0,45.0,10.0,OR,SAPHIR,BOUCLE_ARDILLON,OR,BELGIQUE
39128,IWC,BIG-PILOT-TOP-GUN,AUTOMATIQUE,CÉRAMIQUE,TEXTILE,,Bon,HOMME,8500.0,168.0,42.0,3.0,ACIER,SAPHIR,PLIS,ACIER,FRANCE
39131,AUDEMARS-PIGUET,ROYAL-OAK-SELFWINDING,AUTOMATIQUE,ACIER,ACIER,2021.0,Bon,HOMME,36990.0,60.0,37.0,5.0,ACIER,SAPHIR,PLIS,ACIER,FRANCE
