,marque,modele,mouvement,matiere_boitier,matiere_bracelet,annee_prod,etat,sexe,prix,reserve_de_marche,diametre,etencheite,matiere_lunette,matiere_verre,boucle,matiere_boucle,comptage_fonctions,pays
43299,ROLEX,EXPLORER,AUTOMATIQUE,ACIER,ACIER,2023.0,Bon,HOMME,9383.0,70.0,40.0,10.0,ACIER,SAPHIR,PLIS,ACIER,0,ÉTATS-UNIS
43304,ROLEX,DAYTONA,AUTOMATIQUE,OR_ROSE,OR,2014.0,Bon,HOMME,40000.0,72.0,40.0,10.0,OR,SAPHIR,PLIS,OR,1,ITALIE
43306,ROLEX,SEA-DWELLER-DEEPSEA,AUTOMATIQUE,ACIER,ACIER,2017.0,Bon,HOMME,9995.0,48.0,44.0,120.0,CÉRAMIQUE,SAPHIR,PLIS,CÉRAMIQUE,1,PAYS-BAS
43307,SEIKO,MARINEMASTER,AUTOMATIQUE,ACIER,TEXTILE,2022.0,Bon,HOMME,800.0,70.0,42.0,20.0,ACIER,SAPHIR,BOUCLE_ARDILLON,ACIER,1,FRANCE
43308,ZENITH,CHRONOMASTER-SPORT,AUTOMATIQUE,ACIER,ACIER,2022.0,Bon,HOMME,6730.0,60.0,41.0,10.0,CÉRAMIQUE,SAPHIR,DOUBLE_PLIS,CÉRAMIQUE,2,ÉTATS-UNIS
43311,TUDOR,BLACK-BAY-CHRONO,AUTOMATIQUE,ACIER,ACIER,2024.0,État non spécifié,HOMME,4549.0,70.0,41.0,20.0,,SAPHIR,PLIS,ACIER,0,BELGIQUE
43315,ROLEX,SUBMARINER-DATE,AUTOMATIQUE,OR_JAUNE,OR,2018.0,Bon,HOMME,31864.0,50.0,40.0,30.0,CÉRAMIQUE,SAPHIR,PLIS,CÉRAMIQUE,1,ÉTATS-UNIS
43317,TUDOR,BLACK-BAY-GMT,AUTOMATIQUE,ACIER,ACIER,2023.0,Neuf,HOMME,3811.0,70.0,41.0,20.0,ACIER,SAPHIR,PLIS,ACIER,0,MALAISIE
43323,BREGUET,TRADITION,AUTOMATIQUE,OR_JAUNE,,1990.0,Bon,HOMME,14580.0,50.0,37.0,3.0,OR,SAPHIR,BOUCLE_ARDILLON,OR,1,SINGAPOUR
43325,TUDOR,BLACK-BAY-CHRONO,AUTOMATIQUE,ACIER,ACIER,,État non spécifié,HOMME,3657.0,70.0,41.0,20.0,,SAPHIR,PLIS,ACIER,0,JAPON
43327,OMEGA,SEAMASTER-DIVER-300-M,QUARTZ,ACIER,ACIER,2006.0,Bon,HOMME,2779.0,,41.0,30.0,ACIER,SAPHIR,PLIS,ACIER,1,MALAISIE
43328,SWATCH,MOONSWATCH,QUARTZ,CÉRAMIQUE,TEXTILE,2024.0,Neuf,HOMME,390.0,70.0,42.0,3.0,CÉRAMIQUE,PLEXIGLAS,PLIS,CÉRAMIQUE,0,FRANCE
43330,ROLEX,SUBMARINER-NO-DATE,AUTOMATIQUE,ACIER,ACIER,1978.0,Bon,HOMME,11756.0,48.0,40.0,20.0,ACIER,PLEXIGLAS,PLIS,ACIER,0,ÉTATS-UNIS
43331,PATEK-PHILIPPE,NAUTILUS,AUTOMATIQUE,OR_ROSE,OR,2008.0,Bon,HOMME,78900.0,45.0,40.0,10.0,OR,SAPHIR,DOUBLE_PLIS,OR,1,ITALIE
43332,TUDOR,BLACK-BAY,AUTOMATIQUE,ACIER,ACIER,2021.0,Bon,HOMME,2750.0,70.0,41.0,20.0,,SAPHIR,PLIS,ACIER,0,FRANCE
43334,TUDOR,PELAGOS,AUTOMATIQUE,TITANE,TITANE,2024.0,Bon,HOMME,4000.0,70.0,39.0,20.0,TITANE,SAPHIR,PLIS,TITANE,0,ITALIE
43335,ROLEX,DATEJUST-36,AUTOMATIQUE,ACIER,ACIER,1992.0,Bon,HOMME,5409.0,42.0,36.0,10.0,ACIER,SAPHIR,PLIS,ACIER,1,ÉTATS-UNIS
43338,TAG-HEUER,MONACO,AUTOMATIQUE,ACIER,CUIR,2000.0,Bon,HOMME,2916.0,42.0,38.0,3.0,ACIER,PLEXIGLAS,PLIS,ACIER,2,EMIRAT_ARABE_UNIS
43339,IWC,PORTUGUESE-YACHT-CLUB-CHRONOGRAPH,AUTOMATIQUE,TITANE,CAOUTCHOUC,2012.0,Bon,HOMME,7038.0,,45.0,5.0,,,PLIS,,2,FRANCE
43343,BREITLING,NAVITIMER,AUTOMATIQUE,ACIER,CUIR,2017.0,Bon,FEMME,6500.0,38.0,46.0,10.0,ACIER,SAPHIR,BOUCLE_ARDILLON,ACIER,0,FRANCE
43344,ROLEX,SUBMARINER-DATE,AUTOMATIQUE,OR_ACIER,ACIER,1991.0,Bon,HOMME,8990.0,48.0,40.0,30.0,OR,SAPHIR,PLIS,OR,1,ITALIE
43345,OMEGA,SPEEDMASTER-MARK-II,AUTOMATIQUE,ACIER,ACIER,2014.0,Bon,HOMME,3527.0,,42.0,,,SAPHIR,PLIS,ACIER,3,ÉTATS-UNIS
43351,AUDEMARS-PIGUET,CODE-11.59,QUARTZ,ACIER,,,Neuf,HOMME,2990.0,,65.0,,ACIER,SAPHIR,,ACIER,0,BELGIQUE
43352,OMEGA,SEAMASTER-DIVER-300-M,AUTOMATIQUE,TITANE,TEXTILE,2022.0,Bon,HOMME,6937.0,55.0,42.0,30.0,ALUMINIUM,SAPHIR,BOUCLE_ARDILLON,ALUMINIUM,3,ÉTATS-UNIS
43357,IWC,PORTUGUESE-CHRONOGRAPH,AUTOMATIQUE,ACIER,CUIR,,Bon,HOMME,6399.0,44.0,41.0,3.0,ACIER,SAPHIR,BOUCLE_ARDILLON,ACIER,1,BELGIQUE
43358,TISSOT,PRX-POWERMATIC-80,AUTOMATIQUE,ACIER,ACIER,2024.0,État non spécifié,HOMME,,80.0,35.0,10.0,ACIER,SAPHIR,DOUBLE_PLIS,ACIER,1,ÉTATS-UNIS
43359,PATEK-PHILIPPE,PERPETUAL-CALENDAR,AUTOMATIQUE,OR_ROSE,CUIR,1999.0,Bon,HOMME,51500.0,48.0,36.0,3.0,OR,SAPHIR,PLIS,OR,2,FRANCE
43361,ORIS,ARTELIER-DATE,AUTOMATIQUE,ACIER,CUIR,,État non spécifié,FEMME,1650.0,38.0,40.0,5.0,,SAPHIR,PLIS,,1,FRANCE
43363,ROLEX,SEA-DWELLER,AUTOMATIQUE,OR_ACIER,ACIER,2020.0,Bon,HOMME,13978.0,70.0,43.0,120.0,CÉRAMIQUE,SAPHIR,PLIS,CÉRAMIQUE,1,JAPON
43365,BREITLING,NAVITIMER,AUTOMATIQUE,ACIER,CUIR,1970.0,Bon,HOMME,9500.0,70.0,41.0,,ACIER,PLEXIGLAS,BOUCLE_ARDILLON,ACIER,1,BELGIQUE
43368,OMEGA,SPEEDMASTER-PROFESSIONAL-MOONWATCH,AUTOMATIQUE,ACIER,ACIER,2024.0,Neuf,HOMME,5904.0,50.0,42.0,5.0,ACIER,PLEXIGLAS,PLIS,ACIER,1,POLOGNE
43369,TUDOR,BLACK-BAY-FIFTY-EIGHT,AUTOMATIQUE,ARGENT,TEXTILE,2023.0,Neuf,HOMME,3763.0,70.0,39.0,20.0,ARGENT,SAPHIR,BOUCLE_ARDILLON,ARGENT,0,SUISSE
43372,CARTIER,CALIBRE-DE-CARTIER-DIVER,AUTOMATIQUE,OR_ROSE,CAOUTCHOUC,2014.0,Bon,HOMME,11346.0,,42.0,30.0,CÉRAMIQUE,SAPHIR,BOUCLE_ARDILLON,CÉRAMIQUE,0,BRÉSIL
43375,OMEGA,SPEEDMASTER-57,AUTOMATIQUE,ACIER,ACIER,2023.0,Neuf,HOMME,8150.0,60.0,40.0,5.0,ACIER,SAPHIR,PLIS,ACIER,0,AUTRICHE
43376,ROLEX,SUBMARINER-DATE,AUTOMATIQUE,ACIER,ACIER,2023.0,Bon,HOMME,13874.0,70.0,41.0,30.0,CÉRAMIQUE,SAPHIR,PLIS,CÉRAMIQUE,0,ÉTATS-UNIS
43377,OMEGA,SPEEDMASTER-PROFESSIONAL-MOONWATCH,AUTOMATIQUE,ACIER,ACIER,1982.0,Bon,HOMME,5750.0,48.0,42.0,5.0,ACIER,PLEXIGLAS,PLIS,ACIER,1,FRANCE
43381,ROLEX,DATEJUST-36,AUTOMATIQUE,ACIER,ACIER,2024.0,État non spécifié,HOMME,10968.0,70.0,36.0,10.0,OR,SAPHIR,PLIS,OR,1,ÉTATS-UNIS
43382,OMEGA,SPEEDMASTER-DAY-DATE,AUTOMATIQUE,ACIER,ACIER,2003.0,Bon,HOMME,2499.0,44.0,39.0,3.0,ACIER,SAPHIR,PLIS,ACIER,0,FRANCE
43383,ROLEX,SEA-DWELLER-DEEPSEA,AUTOMATIQUE,ACIER,ACIER,2017.0,Bon,HOMME,12999.0,48.0,44.0,120.0,CÉRAMIQUE,SAPHIR,PLIS,CÉRAMIQUE,1,PAYS-BAS
43386,ROLEX,EXPLORER-II,AUTOMATIQUE,ACIER,ACIER,1997.0,Bon,HOMME,6707.0,50.0,40.0,10.0,ACIER,SAPHIR,PLIS,ACIER,2,ÉTATS-UNIS
43387,OMEGA,DE-VILLE,QUARTZ,PLAQUÉE_OR,OR,1986.0,Bon,HOMME,790.0,,33.0,3.0,OR,SAPHIR,PLIS,OR,0,FRANCE
43389,RICHARD-MILLE,RM-027,AUTOMATIQUE,CARBONE,CAOUTCHOUC,,Bon,HOMME,,70.0,39.0,5.0,,SAPHIR,PLIS,,1,FRANCE
43391,PEQUIGNET,RUE-ROYALE,AUTOMATIQUE,ACIER,,2023.0,État non spécifié,HOMME,4800.0,88.0,42.0,10.0,ACIER,SAPHIR,PLIS,ACIER,2,FRANCE
43392,AUDEMARS-PIGUET,ROYAL-OAK-CHRONOGRAPH,AUTOMATIQUE,ACIER,ACIER,2000.0,Bon,HOMME,26999.0,40.0,39.0,5.0,ACIER,SAPHIR,PLIS,ACIER,2,FRANCE
43394,VACHERON-CONSTANTIN,OVERSEAS,AUTOMATIQUE,OR_ROSE,OR,2019.0,Bon,HOMME,68037.0,40.0,41.0,5.0,OR,SAPHIR,PLIS,OR,3,JAPON
43395,TUDOR,BLACK-BAY-GMT,AUTOMATIQUE,ACIER,ACIER,2023.0,Bon,HOMME,3570.0,70.0,41.0,20.0,ACIER,SAPHIR,PLIS,ACIER,2,ÉTATS-UNIS
43397,TISSOT,PRX,AUTOMATIQUE,ACIER,ACIER,2024.0,Neuf,HOMME,1400.0,,40.0,,,,,,0,FRANCE
43398,CARTIER,PASHA,AUTOMATIQUE,ACIER,ACIER,2012.0,Bon,HOMME,3490.0,42.0,38.0,5.0,ACIER,SAPHIR,DOUBLE_PLIS,ACIER,1,BELGIQUE
43401,AUDEMARS-PIGUET,ROYAL-OAK-OFFSHORE-CHRONOGRAPH,AUTOMATIQUE,CARBONE,CAOUTCHOUC,2015.0,Bon,HOMME,23213.0,60.0,44.0,10.0,CÉRAMIQUE,SAPHIR,BOUCLE_ARDILLON,CÉRAMIQUE,2,CANADA
43404,PANERAI,RADIOMIR-BLACK-SEAL,AUTOMATIQUE,ACIER,CUIR,2012.0,Bon,HOMME,3722.0,56.0,45.0,10.0,ACIER,SAPHIR,BOUCLE_ARDILLON,ACIER,0,ÉTATS-UNIS
43405,ROLEX,DAYTONA,AUTOMATIQUE,OR_ROSE,OR,2022.0,Bon,HOMME,46175.0,72.0,40.0,10.0,OR,SAPHIR,PLIS,OR,1,ÉTATS-UNIS
43406,OMEGA,GENÈVE,AUTOMATIQUE,OR_ACIER,CUIR,1970.0,Satisfaisant,HOMME,840.0,30.0,34.0,,ACIER,PLEXIGLAS,BOUCLE_ARDILLON,ACIER,0,FRANCE
43407,ROLEX,DAY-DATE-36,AUTOMATIQUE,OR_JAUNE,OR,1980.0,Bon,HOMME,13169.0,48.0,36.0,10.0,OR,SAPHIR,PLIS,OR,1,ÉTATS-UNIS
43408,PATEK-PHILIPPE,ANNUAL-CALENDAR,AUTOMATIQUE,OR_ROSE,,2022.0,Neuf,HOMME,69500.0,45.0,40.0,3.0,OR,SAPHIR,BOUCLE_ARDILLON,OR,2,FRANCE
43409,ROLEX,SUBMARINER-DATE,AUTOMATIQUE,OR_JAUNE,OR,2004.0,Neuf,HOMME,26666.0,48.0,40.0,30.0,OR,SAPHIR,PLIS,OR,1,ROYAUME-UNI
43414,TUDOR,PELAGOS,AUTOMATIQUE,TITANE,TITANE,2023.0,Bon,HOMME,3140.0,70.0,42.0,50.0,TITANE,SAPHIR,PLIS,TITANE,1,JAPON
43415,FREDERIQUE-CONSTANT,CLASSICS-DELIGHT,QUARTZ,,ACIER,,État non spécifié,,1295.0,,28.0,3.0,,SAPHIR,PLIS,,0,FRANCE
43416,HUBLOT,BIG-BANG-UNICO,AUTOMATIQUE,,,2023.0,État non spécifié,,21078.0,,,,,,,,0,AUSTRALIE
43417,ROLEX,DATEJUST-41,AUTOMATIQUE,ACIER,ACIER,2019.0,Bon,HOMME,9759.0,70.0,41.0,10.0,ACIER,SAPHIR,PLIS,ACIER,1,ÉTATS-UNIS
43418,ROLEX,DATEJUST-36,AUTOMATIQUE,OR_ROSE,ACIER,2011.0,Bon,HOMME,10319.0,48.0,36.0,10.0,OR,SAPHIR,PLIS,OR,1,ÉTATS-UNIS
43419,LONGINES,LEGEND-DIVER,AUTOMATIQUE,ACIER,TEXTILE,2020.0,Bon,HOMME,1740.0,38.0,42.0,30.0,ACIER,SAPHIR,BOUCLE_ARDILLON,ACIER,1,ÉTATS-UNIS
43421,ROLEX,SUBMARINER-NO-DATE,AUTOMATIQUE,ACIER,ACIER,2022.0,Neuf,HOMME,11476.0,70.0,41.0,30.0,CÉRAMIQUE,SAPHIR,PLIS,CÉRAMIQUE,0,ÉTATS-UNIS
43422,TUDOR,SUBMARINER,AUTOMATIQUE,ACIER,ACIER,1992.0,Bon,HOMME,5400.0,,40.0,20.0,ACIER,PLEXIGLAS,PLIS,ACIER,1,ITALIE
43427,ROLEX,DATEJUST-41,AUTOMATIQUE,OR_ACIER,ACIER,2017.0,Bon,HOMME,12495.0,70.0,41.0,10.0,OR,SAPHIR,PLIS,OR,1,PAYS-BAS
43430,SEIKO,5-SPORTS,AUTOMATIQUE,ACIER,TEXTILE,2022.0,Neuf,HOMME,,41.0,42.0,10.0,ACIER,MINÉRAL,BOUCLE_ARDILLON,ACIER,1,INDE
43432,ROLEX,DAY-DATE-36,AUTOMATIQUE,OR_JAUNE,OR,1998.0,Bon,HOMME,18800.0,48.0,36.0,10.0,OR,SAPHIR,PLIS,OR,2,ALLEMAGNE
43433,ROLEX,OYSTER-PERPETUAL-39,AUTOMATIQUE,ACIER,ACIER,2017.0,Bon,HOMME,7000.0,48.0,39.0,10.0,ACIER,SAPHIR,PLIS,ACIER,0,FRANCE
43434,ROLEX,DATEJUST-II,AUTOMATIQUE,ACIER,ACIER,2017.0,Bon,HOMME,7200.0,48.0,41.0,10.0,,SAPHIR,PLIS,ACIER,1,FRANCE
43435,OMEGA,SPEEDMASTER-PROFESSIONAL-MOONWATCH,AUTOMATIQUE,ACIER,CUIR,2017.0,Bon,HOMME,10660.0,48.0,42.0,5.0,ACIER,PLEXIGLAS,BOUCLE_ARDILLON,ACIER,1,ROYAUME-UNI
43436,ROLEX,DATEJUST-41,AUTOMATIQUE,ACIER,ACIER,2023.0,Bon,HOMME,13992.0,70.0,41.0,10.0,OR,SAPHIR,PLIS,OR,1,ÉTATS-UNIS
43440,CARTIER,SANTOS,AUTOMATIQUE,OR_ROSE,,2021.0,Bon,HOMME,12900.0,42.0,35.0,10.0,OR,SAPHIR,PLIS,OR,0,ITALIE
43441,PATEK-PHILIPPE,PERPETUAL-CALENDAR-CHRONOGRAPH,MANUEL,,,2019.0,Bon,,,,,,,,,,0,BELGIQUE
43446,HANHART,PIONEER,AUTOMATIQUE,ACIER,CUIR,2024.0,État non spécifié,HOMME,990.0,,42.0,10.0,ACIER,SAPHIR,BOUCLE_ARDILLON,ACIER,1,FRANCE
43447,UNION-GLASHÜTTE,SERIS,AUTOMATIQUE,ACIER,SATIN,2012.0,Bon,,1380.0,,36.0,,,,,,1,ALLEMAGNE
43449,ROLEX,DAYTONA,AUTOMATIQUE,OR_BLANC,CAOUTCHOUC,2021.0,Neuf,HOMME,41613.0,72.0,40.0,10.0,CÉRAMIQUE,SAPHIR,PLIS,CÉRAMIQUE,1,ALLEMAGNE
43450,ROLEX,OYSTER-PERPETUAL-36,AUTOMATIQUE,ACIER,ACIER,2022.0,Bon,HOMME,7431.0,70.0,36.0,10.0,ACIER,SAPHIR,PLIS,ACIER,0,ÉTATS-UNIS
43451,ROLEX,DATEJUST-36,AUTOMATIQUE,ACIER,ACIER,2013.0,Bon,HOMME,8100.0,48.0,36.0,10.0,OR,SAPHIR,PLIS,OR,1,ITALIE
43453,AUDEMARS-PIGUET,ROYAL-OAK-DOUBLE-BALANCE-WHEEL-OPENWORKED,AUTOMATIQUE,OR_ROSE,OR,2016.0,Bon,HOMME,153322.0,45.0,41.0,5.0,OR,SAPHIR,PLIS,OR,0,ÉTATS-UNIS
43454,OMEGA,SPEEDMASTER-REDUCED,AUTOMATIQUE,ACIER,ACIER,2007.0,Bon,HOMME,3940.0,40.0,39.0,10.0,ACIER,SAPHIR,PLIS,ACIER,1,SUÈDE
43455,ROLEX,GMT-MASTER-II,AUTOMATIQUE,ACIER,ACIER,2024.0,Neuf,HOMME,17500.0,70.0,40.0,10.0,CÉRAMIQUE,SAPHIR,PLIS,CÉRAMIQUE,1,ALLEMAGNE
43457,ORIS,BIG-CROWN-PROPILOT,AUTOMATIQUE,TITANE,TEXTILE,,État non spécifié,,4200.0,,41.0,10.0,,SAPHIR,,,1,FRANCE
43458,ROLEX,DATEJUST-41,AUTOMATIQUE,OR_ACIER,ACIER,2016.0,Bon,HOMME,13639.0,70.0,41.0,10.0,OR,SAPHIR,PLIS,OR,1,ÉTATS-UNIS
43459,ROLEX,GMT-MASTER-II,AUTOMATIQUE,OR_ACIER,ACIER,2019.0,Neuf,HOMME,17103.0,70.0,40.0,10.0,CÉRAMIQUE,SAPHIR,PLIS,CÉRAMIQUE,2,ROYAUME-UNI
43460,ROLEX,DAYTONA,AUTOMATIQUE,OR_ROSE,OR,2023.0,État non spécifié,HOMME,94500.0,72.0,40.0,10.0,OR,SAPHIR,PLIS,OR,1,AUTRICHE
43461,RICHARD-MILLE,RM-035,AUTOMATIQUE,CARBONE,TEXTILE,2019.0,Bon,HOMME,689000.0,55.0,49.0,5.0,,SAPHIR,,,2,FRANCE
43463,BREITLING,PLUTON,QUARTZ,ACIER,ACIER,1990.0,Bon,HOMME,1650.0,,41.0,20.0,ACIER,SAPHIR,PLIS,ACIER,1,BELGIQUE
43464,ROLEX,DAYTONA,AUTOMATIQUE,OR_JAUNE,ACIER,2020.0,Bon,HOMME,24408.0,72.0,40.0,10.0,OR,SAPHIR,PLIS,OR,1,CANADA
43465,ROLEX,DATEJUST-36,AUTOMATIQUE,ACIER,ACIER,2013.0,Bon,HOMME,5499.0,48.0,36.0,10.0,,SAPHIR,PLIS,ACIER,0,FRANCE
43467,ROLEX,DATEJUST-36,AUTOMATIQUE,ACIER,ACIER,1993.0,Bon,HOMME,6590.0,42.0,36.0,10.0,OR,SAPHIR,PLIS,OR,1,ALLEMAGNE
43470,ROLEX,DATEJUST-41,AUTOMATIQUE,ACIER,ACIER,2017.0,Bon,HOMME,11925.0,70.0,41.0,10.0,OR,SAPHIR,PLIS,OR,1,SUÈDE
43472,AUDEMARS-PIGUET,ROYAL-OAK-OFFSHORE-CHRONOGRAPH,AUTOMATIQUE,OR_BLANC,,2004.0,Bon,HOMME,89000.0,40.0,42.0,5.0,OR,SAPHIR,PLIS,OR,2,FRANCE
43473,MAURICE-LACROIX,LES-CLASSIQUES-CHRONOGRAPHE,AUTOMATIQUE,ACIER,ACIER,2018.0,Bon,HOMME,2790.0,46.0,41.0,3.0,ACIER,SAPHIR,DOUBLE_PLIS,ACIER,5,ALLEMAGNE
43475,ROLEX,DATEJUST-36,AUTOMATIQUE,ACIER,ACIER,2003.0,Bon,HOMME,5800.0,70.0,36.0,10.0,,SAPHIR,PLIS,OR,0,FRANCE
43476,SINN,104,AUTOMATIQUE,ACIER,CAOUTCHOUC,,Bon,HOMME,1845.0,,41.0,,,,,,0,THAÏLANDE
43478,ROLEX,DAY-DATE-36,AUTOMATIQUE,OR_JAUNE,OR,1990.0,Bon,HOMME,21999.0,48.0,36.0,5.0,OR,SAPHIR,PLIS,OR,1,LITUANIE
43481,ROLEX,SUBMARINER-DATE,AUTOMATIQUE,OR_ACIER,ACIER,2016.0,Satisfaisant,HOMME,15796.0,50.0,40.0,30.0,CÉRAMIQUE,SAPHIR,PLIS,CÉRAMIQUE,1,ALBANIE
43483,OMEGA,SEAMASTER-DIVER-300-M,AUTOMATIQUE,,,2011.0,Bon,HOMME,3650.0,,,,,,,,0,BELGIQUE
43484,OMEGA,SPEEDMASTER-REDUCED,AUTOMATIQUE,ACIER,ACIER,1992.0,Bon,HOMME,3500.0,40.0,39.0,3.0,ACIER,PLEXIGLAS,PLIS,ACIER,2,ITALIE
43485,BREITLING,SUPEROCEAN,AUTOMATIQUE,ACIER,CAOUTCHOUC,2010.0,Bon,HOMME,1990.0,38.0,42.0,30.0,CÉRAMIQUE,SAPHIR,PLIS,CÉRAMIQUE,0,FRANCE
43488,JAEGER-LECOULTRE,POLARIS,AUTOMATIQUE,ACIER,CAOUTCHOUC,2022.0,Bon,HOMME,5357.0,38.0,42.0,20.0,ACIER,SAPHIR,PLIS,ACIER,0,ÉTATS-UNIS
43490,ROLEX,SUBMARINER-DATE,AUTOMATIQUE,ACIER,ACIER,1990.0,Bon,HOMME,10500.0,50.0,40.0,30.0,CÉRAMIQUE,SAPHIR,PLIS,ACIER,1,FRANCE
43491,ROLEX,DAYTONA,AUTOMATIQUE,ACIER,ACIER,2024.0,Neuf,HOMME,33409.0,72.0,40.0,10.0,CÉRAMIQUE,SAPHIR,PLIS,CÉRAMIQUE,1,ROYAUME-UNI
43494,CHOPARD,MILLE-MIGLIA,AUTOMATIQUE,ACIER,CAOUTCHOUC,2021.0,Bon,HOMME,2681.0,46.0,44.0,10.0,ACIER,SAPHIR,DOUBLE_PLIS,ACIER,1,ÉTATS-UNIS
43496,ROLEX,OYSTER-PERPETUAL-36,AUTOMATIQUE,ACIER,ACIER,2024.0,État non spécifié,HOMME,12690.0,70.0,36.0,10.0,ACIER,SAPHIR,PLIS,ACIER,0,BELGIQUE
43497,VACHERON-CONSTANTIN,OVERSEAS,AUTOMATIQUE,ACIER,ACIER,2003.0,Bon,HOMME,9950.0,44.0,37.0,15.0,ACIER,SAPHIR,DOUBLE_PLIS,ACIER,1,SUÈDE
43499,OMEGA,SPEEDMASTER-PROFESSIONAL-MOONWATCH,AUTOMATIQUE,ACIER,ACIER,2020.0,Bon,HOMME,6302.0,48.0,42.0,5.0,ACIER,SAPHIR,PLIS,ACIER,1,ÉTATS-UNIS
43501,PATEK-PHILIPPE,CALATRAVA,AUTOMATIQUE,OR_JAUNE,,1940.0,Bon,HOMME,6300.0,44.0,44.0,3.0,OR,PLEXIGLAS,BOUCLE_ARDILLON,OR,0,BELGIQUE
43502,BELL-&-ROSS,BR-03,AUTOMATIQUE,CÉRAMIQUE,CAOUTCHOUC,2022.0,Bon,HOMME,3000.0,38.0,42.0,10.0,CÉRAMIQUE,SAPHIR,BOUCLE_ARDILLON,CÉRAMIQUE,1,FRANCE
43503,SEIKO,PROSPEX,AUTOMATIQUE,ACIER,ACIER,,Neuf,HOMME,434.0,70.0,423.0,20.0,ACIER,SAPHIR,BOUCLE_ARDILLON,ACIER,0,FRANCE
43504,OMEGA,SPEEDMASTER-DAY-DATE,AUTOMATIQUE,ACIER,ACIER,2002.0,Bon,HOMME,2995.0,44.0,39.0,3.0,ACIER,SAPHIR,PLIS,ACIER,5,PAYS-BAS
43505,ROLEX,GMT-MASTER-II,AUTOMATIQUE,ACIER,ACIER,2023.0,État non spécifié,HOMME,16743.0,70.0,40.0,10.0,CÉRAMIQUE,SAPHIR,PLIS,CÉRAMIQUE,1,ÉTATS-UNIS
43507,MONTBLANC,HERITAGE-CHRONOMÉTRIE,AUTOMATIQUE,ACIER,,2024.0,Neuf,HOMME,2900.0,38.0,40.0,3.0,ACIER,SAPHIR,PLIS,ACIER,1,FRANCE
43508,ROLEX,OYSTER-PERPETUAL-26,AUTOMATIQUE,ACIER,ACIER,1992.0,Bon,HOMME,4164.0,48.0,26.0,10.0,OR,SAPHIR,PLIS,OR,0,BRÉSIL
43511,ROLEX,GMT-MASTER-II,AUTOMATIQUE,OR_ACIER,ACIER,2023.0,Bon,HOMME,18765.0,70.0,40.0,10.0,CÉRAMIQUE,SAPHIR,PLIS,CÉRAMIQUE,2,ÉTATS-UNIS
43512,IWC,INGENIEUR,AUTOMATIQUE,ACIER,CUIR,1955.0,Bon,HOMME,6990.0,,36.0,,ACIER,PLEXIGLAS,BOUCLE_ARDILLON,ACIER,1,FRANCE
43513,ROLEX,SUBMARINER-DATE,AUTOMATIQUE,OR_ACIER,ACIER,2019.0,Bon,HOMME,13499.0,50.0,40.0,30.0,CÉRAMIQUE,SAPHIR,PLIS,CÉRAMIQUE,1,ALLEMAGNE
43514,BREITLING,BENTLEY-MOTORS,AUTOMATIQUE,OR_ROSE,,2006.0,Neuf,HOMME,14990.0,42.0,48.0,10.0,OR,SAPHIR,PLIS,OR,3,PAYS-BAS
43518,MOVADO,DATRON,AUTOMATIQUE,ACIER,ACIER,,Bon,HOMME,3000.0,,37.0,,ACIER,PLEXIGLAS,PLIS,ACIER,0,BELGIQUE
43520,ZENITH,CHRONOMASTER-SPORT,AUTOMATIQUE,ACIER,ACIER,2024.0,Neuf,HOMME,9250.0,60.0,41.0,10.0,CÉRAMIQUE,SAPHIR,PLIS,CÉRAMIQUE,1,BELGIQUE
43521,ROLEX,SUBMARINER-DATE,AUTOMATIQUE,ACIER,ACIER,2023.0,Bon,HOMME,12950.0,70.0,41.0,30.0,CÉRAMIQUE,SAPHIR,PLIS,CÉRAMIQUE,0,PAYS-BAS
43523,CHOPARD,MILLE-MIGLIA,AUTOMATIQUE,ACIER,CAOUTCHOUC,,Bon,FEMME,5100.0,60.0,43.0,10.0,ACIER,SAPHIR,DOUBLE_PLIS,ACIER,0,FRANCE
43524,BLANCPAIN,FIFTY-FATHOMS,AUTOMATIQUE,ACIER,CUIR,1950.0,Bon,HOMME,,120.0,45.0,30.0,ACIER,SAPHIR,BOUCLE_ARDILLON,ACIER,0,FRANCE
43525,RADO,DIASTAR,QUARTZ,CÉRAMIQUE,CAOUTCHOUC,1990.0,Bon,HOMME,400.0,,32.0,,CÉRAMIQUE,MINÉRAL,,CÉRAMIQUE,1,FRANCE
43526,SEIKO,SUPERIOR,AUTOMATIQUE,ACIER,CAOUTCHOUC,2017.0,Neuf,HOMME,,43.0,42.0,10.0,ACIER,MINÉRAL,BOUCLE_ARDILLON,ACIER,1,THAÏLANDE
43527,ROLEX,DATEJUST-41,AUTOMATIQUE,ACIER,ACIER,2021.0,Bon,HOMME,8800.0,70.0,41.0,10.0,,SAPHIR,PLIS,ACIER,1,ITALIE
43530,ROLEX,SUBMARINER-DATE,AUTOMATIQUE,ACIER,ACIER,2017.0,Bon,HOMME,18500.0,48.0,40.0,30.0,CÉRAMIQUE,SAPHIR,PLIS,CÉRAMIQUE,1,DANEMARK
43531,OMEGA,SEAMASTER-DIVER-300-M,AUTOMATIQUE,ACIER,ACIER,2021.0,Bon,HOMME,4600.0,55.0,42.0,30.0,ACIER,SAPHIR,PLIS,ACIER,4,ALLEMAGNE
43532,SEIKO,SPORTURA,QUARTZ,ACIER,CUIR,2013.0,Bon,HOMME,625.0,,42.0,,CÉRAMIQUE,,,CÉRAMIQUE,4,FRANCE
